icon,datetime,temp,windspeed,preciptype,description
partly-cloudy-day,2020-06-03,26.6,28.5,--,Partly cloudy throughout the day.
rain,2020-06-04,27.6,20.2,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-06-05,24.8,24.1,rain,Partly cloudy throughout the day with rain.
rain,2020-06-06,27.1,25.6,rain,Partly cloudy throughout the day with early morning rain.
rain,2020-06-07,24.3,23.2,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-06-08,22.9,19.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-09,25.4,22.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-10,27.8,35.9,--,Partly cloudy throughout the day.
rain,2020-06-11,26.4,26.9,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-06-12,26.2,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-13,22.6,22.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-14,21.1,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-15,21,24.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-16,21.1,28.1,--,Partly cloudy throughout the day.
rain,2020-06-17,20,27.6,rain,Partly cloudy throughout the day with rain.
rain,2020-06-18,23.1,19.7,rain,Partly cloudy throughout the day with rain clearing later.
rain,2020-06-19,23.8,20.2,rain,Partly cloudy throughout the day with rain.
rain,2020-06-20,22.5,15.4,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2020-06-21,24.6,19.6,--,Partly cloudy throughout the day.
rain,2020-06-22,25.5,24.4,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2020-06-23,26.1,23.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-24,26.5,23.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-25,25.2,16.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-26,26,29.6,--,Partly cloudy throughout the day.
rain,2020-06-27,27.5,24.9,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2020-06-28,28,19.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-06-29,28.7,27.1,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-06-30,27.9,20.4,--,Clearing in the afternoon.
rain,2020-07-01,25.9,19.5,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2020-07-02,27.8,19.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-07-03,30.3,20.2,--,Partly cloudy throughout the day.
rain,2020-07-04,29.2,17.7,rain,Becoming cloudy in the afternoon with afternoon rain.
partly-cloudy-day,2020-07-05,28.4,24.7,--,Partly cloudy throughout the day.
rain,2020-07-06,28,53.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-07,26,35.3,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-07-08,28.2,19.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-09,27.9,17.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-10,27.9,25.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-11,28.5,26.9,--,Partly cloudy throughout the day.
rain,2020-07-12,27.3,19.4,rain,Becoming cloudy in the afternoon with rain.
rain,2020-07-13,26.8,15.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-14,27.1,20.9,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-07-15,27.4,18,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-07-16,26.7,24.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-17,29,20.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-18,31,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-19,31.2,19.7,--,Partly cloudy throughout the day.
rain,2020-07-20,30.8,23.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-21,29.5,14.4,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-22,26.2,44.3,rain,Partly cloudy throughout the day with rain.
rain,2020-07-23,27.3,43.2,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-24,26.1,16.4,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-07-25,27.9,14.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-26,30.2,23.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-27,30.8,21.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-28,29.7,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-07-29,28.7,21,--,Partly cloudy throughout the day.
rain,2020-07-30,28.8,36.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-07-31,24.8,19.5,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-08-01,27.1,17.8,--,Partly cloudy throughout the day.
rain,2020-08-02,28.6,27.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-08-03,26.4,15.7,rain,Partly cloudy throughout the day with rain.
rain,2020-08-04,24.7,38.3,rain,Partly cloudy throughout the day with rain.
rain,2020-08-05,26.3,15.2,rain,Becoming cloudy in the afternoon with early morning rain.
rain,2020-08-06,25.8,19.7,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2020-08-07,26,20.2,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-08-08,25.5,15.3,rain,Partly cloudy throughout the day with early morning rain.
rain,2020-08-09,26.9,19.7,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2020-08-10,28.1,23.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-08-11,28.2,19.8,--,Partly cloudy throughout the day.
rain,2020-08-12,27.2,22.5,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2020-08-13,25.7,14.3,rain,Partly cloudy throughout the day with rain.
rain,2020-08-14,26.2,21.2,rain,Partly cloudy throughout the day with rain.
rain,2020-08-15,24.5,19.4,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2020-08-16,21.5,26.7,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2020-08-17,23,19.6,rain,Becoming cloudy in the afternoon with rain.
partly-cloudy-day,2020-08-18,24.9,19.6,--,Partly cloudy throughout the day.
rain,2020-08-19,24.1,19.5,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2020-08-20,24.1,15.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-08-21,24.7,16,--,Partly cloudy throughout the day.
rain,2020-08-22,25.6,16,rain,Partly cloudy throughout the day with early morning rain.
rain,2020-08-23,27.3,21.5,rain,Partly cloudy throughout the day with morning rain.
rain,2020-08-24,26.9,17.6,rain,Partly cloudy throughout the day with afternoon rain.
rain,2020-08-25,27.3,25.3,rain,Becoming cloudy in the afternoon with late afternoon rain.
partly-cloudy-day,2020-08-26,26.4,21.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-08-27,28.6,30.6,--,Partly cloudy throughout the day.
rain,2020-08-28,27.8,23.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-08-29,25.6,20.1,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-08-30,24.5,23.1,--,Partly cloudy throughout the day.
rain,2020-08-31,22.2,14.1,rain,Partly cloudy throughout the day with rain.
rain,2020-09-01,23.4,14,rain,Partly cloudy throughout the day with rain.
rain,2020-09-02,26.5,24.8,rain,Partly cloudy throughout the day with rain clearing later.
rain,2020-09-03,27.6,33.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-09-04,26.8,22.8,rain,Becoming cloudy in the afternoon with early morning rain.
partly-cloudy-day,2020-09-05,22.8,15.9,--,Partly cloudy throughout the day.
clear-day,2020-09-06,22.7,17.4,--,Clear conditions throughout the day.
partly-cloudy-day,2020-09-07,23,14.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-09-08,24.3,12.1,--,Partly cloudy throughout the day.
rain,2020-09-09,24.1,25.4,rain,Partly cloudy throughout the day with rain.
rain,2020-09-10,25.1,14.8,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-09-11,24.8,25,--,Partly cloudy throughout the day.
rain,2020-09-12,21.9,17.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-09-13,21.9,17.9,--,Partly cloudy throughout the day.
rain,2020-09-14,23.2,25,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2020-09-15,17,22.8,--,Partly cloudy throughout the day.
rain,2020-09-16,17.9,15.9,rain,Partly cloudy throughout the day with afternoon rain.
rain,2020-09-17,20.7,13.7,rain,Partly cloudy throughout the day with rain.
rain,2020-09-18,20.4,29.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-09-19,14.6,30,--,Partly cloudy throughout the day.
clear-day,2020-09-20,14.3,21.7,--,Clear conditions throughout the day.
clear-day,2020-09-21,14.3,21.5,--,Clear conditions throughout the day.
clear-day,2020-09-22,15.2,16.4,--,Clear conditions throughout the day.
rain,2020-09-23,19.9,17.8,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2020-09-24,19,15.9,--,Partly cloudy throughout the day.
rain,2020-09-25,18.2,16,rain,Partly cloudy throughout the day with rain.
rain,2020-09-26,19.3,14.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2020-09-27,21.8,10.7,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2020-09-28,22.4,18,rain,Partly cloudy throughout the day with rain.
rain,2020-09-29,21.6,25.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-09-30,17,26.6,rain,Clearing in the afternoon with early morning rain.
rain,2020-10-01,18.2,19.4,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2020-10-02,16,23.4,rain,Partly cloudy throughout the day with rain clearing later.
clear-day,2020-10-03,14.5,19.5,--,Clear conditions throughout the day.
partly-cloudy-day,2020-10-04,14.9,11.9,--,Partly cloudy throughout the day.
rain,2020-10-05,16.4,27.1,rain,Partly cloudy throughout the day with rain clearing later.
clear-day,2020-10-06,15.8,19.6,--,Clear conditions throughout the day.
partly-cloudy-day,2020-10-07,19.8,28,--,Partly cloudy throughout the day.
clear-day,2020-10-08,17.8,27.5,--,Clear conditions throughout the day.
partly-cloudy-day,2020-10-09,15.7,21.8,--,Partly cloudy throughout the day.
cloudy,2020-10-10,18.5,18.5,--,Cloudy skies throughout the day.
rain,2020-10-11,19.7,17.6,rain,Cloudy skies throughout the day with rain.
rain,2020-10-12,16.5,33.4,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2020-10-13,16.7,27.2,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-10-14,15.9,21,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-10-15,18.5,28.8,--,Partly cloudy throughout the day.
rain,2020-10-16,15,24,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-10-17,12.2,18.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-10-18,13.3,16.1,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-10-19,17,15,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-10-20,18.1,11.9,--,Partly cloudy throughout the day.
rain,2020-10-21,19.6,14.6,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2020-10-22,20.3,12.4,--,Clearing in the afternoon.
partly-cloudy-day,2020-10-23,20,16.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-10-24,19.2,25.1,--,Partly cloudy throughout the day.
rain,2020-10-25,9.9,22.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2020-10-26,12.4,19.6,rain,Cloudy skies throughout the day with early morning rain.
cloudy,2020-10-27,16.2,14.2,--,Cloudy skies throughout the day.
cloudy,2020-10-28,18.5,20.1,--,Cloudy skies throughout the day.
rain,2020-10-29,14.9,29.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2020-10-30,10.6,31.9,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2020-10-31,8.2,22.5,--,Partly cloudy throughout the day.
rain,2020-11-01,11,43.9,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
wind,2020-11-02,6.5,50.6,--,Clearing in the afternoon.
partly-cloudy-day,2020-11-03,10.9,32.7,--,Partly cloudy throughout the day.
clear-day,2020-11-04,11.4,17.2,--,Clear conditions throughout the day.
partly-cloudy-day,2020-11-05,13.4,19.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-11-06,13.8,15.5,--,Clearing in the afternoon.
clear-day,2020-11-07,14.3,10.7,--,Clear conditions throughout the day.
clear-day,2020-11-08,15.5,13.4,--,Clear conditions throughout the day.
partly-cloudy-day,2020-11-09,16.5,14.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-10,17.4,20,--,Partly cloudy throughout the day.
rain,2020-11-11,19,20.2,rain,Cloudy skies throughout the day with rain.
rain,2020-11-12,15.2,27.5,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2020-11-13,12.1,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-14,10.9,16.5,--,Partly cloudy throughout the day.
rain,2020-11-15,14.3,32.3,rain,Partly cloudy throughout the day with late afternoon rain.
clear-day,2020-11-16,12.5,28.2,--,Clear conditions throughout the day.
partly-cloudy-day,2020-11-17,8.1,35.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-11-18,4.2,32.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-19,5.9,28.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-20,10.7,24.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-21,12.7,12.4,--,Partly cloudy throughout the day.
cloudy,2020-11-22,12.7,17.8,--,Cloudy skies throughout the day.
rain,2020-11-23,11,40.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-11-24,7.7,15.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-11-25,10.1,28.5,--,Partly cloudy throughout the day.
rain,2020-11-26,15,20,rain,Clearing in the afternoon with early morning rain.
cloudy,2020-11-27,13.5,9,--,Cloudy skies throughout the day.
partly-cloudy-day,2020-11-28,11.4,24.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-11-29,8.8,16.1,--,Becoming cloudy in the afternoon.
rain,2020-11-30,13.9,21.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2020-12-01,7,28.9,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2020-12-02,5.7,38,--,Clearing in the afternoon.
partly-cloudy-day,2020-12-03,6.3,14.8,--,Partly cloudy throughout the day.
rain,2020-12-04,9.6,16.4,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2020-12-05,8,43.3,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2020-12-06,4.9,28.9,--,Clearing in the afternoon.
partly-cloudy-day,2020-12-07,2.3,22.1,--,Partly cloudy throughout the day.
clear-day,2020-12-08,3.4,36.3,--,Clear conditions throughout the day.
partly-cloudy-day,2020-12-09,2.6,16,--,Partly cloudy throughout the day.
clear-day,2020-12-10,4.6,15.9,--,Clear conditions throughout the day.
partly-cloudy-day,2020-12-11,8.2,21.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-12-12,10.4,25.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-12-13,12.3,21.6,--,Partly cloudy throughout the day.
rain,2020-12-14,5.6,32.4,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2020-12-15,2.6,23.4,--,Partly cloudy throughout the day.
snow,2020-12-16,0.8,34.3,"rain, snow",Cloudy skies throughout the day with rain or snow.
snow,2020-12-17,0.9,27,"rain, snow",Partly cloudy throughout the day with early morning snow or rain.
cloudy,2020-12-18,1.7,15.4,--,Cloudy skies throughout the day.
partly-cloudy-day,2020-12-19,0.3,14.8,--,Partly cloudy throughout the day.
cloudy,2020-12-20,4.3,22,--,Cloudy skies throughout the day.
rain,2020-12-21,5.6,16.3,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2020-12-22,7.1,39.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2020-12-23,4.6,23.8,--,Partly cloudy throughout the day.
rain,2020-12-24,11.7,32.8,rain,Cloudy skies throughout the day with rain.
rain,2020-12-25,2.1,28.9,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2020-12-26,-1.5,20.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2020-12-27,1,17.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-12-28,6.1,19.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2020-12-29,3.8,32.7,--,Clearing in the afternoon.
partly-cloudy-day,2020-12-30,3.8,29,--,Partly cloudy throughout the day.
cloudy,2020-12-31,8.6,28.8,--,Cloudy skies throughout the day.
rain,2021-01-01,3.1,26.1,rain,Cloudy skies throughout the day with rain.
rain,2021-01-02,7.2,22.5,rain,Partly cloudy throughout the day with early morning rain.
rain,2021-01-03,4.7,18.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2021-01-04,4.7,15.7,--,Partly cloudy throughout the day.
rain,2021-01-05,5,19.8,rain,Cloudy skies throughout the day with afternoon rain.
cloudy,2021-01-06,4.7,33.9,--,Cloudy skies throughout the day.
partly-cloudy-day,2021-01-07,4.2,31.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-08,1.9,21.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-09,3.5,32.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-10,4.8,22.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-11,2.4,12.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-12,2.9,14.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-13,3.9,15.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-14,5.4,19.6,--,Partly cloudy throughout the day.
rain,2021-01-15,6.3,23.2,rain,Cloudy skies throughout the day with late afternoon rain.
partly-cloudy-day,2021-01-16,5.7,22.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-17,4.6,21.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-18,4.4,27.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-19,5.1,26,--,Clearing in the afternoon.
partly-cloudy-day,2021-01-20,3.8,43.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-21,4.3,21.6,--,Clearing in the afternoon.
partly-cloudy-day,2021-01-22,5.1,30.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-01-23,0.6,35,--,Clearing in the afternoon.
partly-cloudy-day,2021-01-24,-0.2,18.4,--,Partly cloudy throughout the day.
rain,2021-01-25,2.2,16,"rain, snow",Cloudy skies throughout the day with late afternoon rain or snow.
snow,2021-01-26,1.6,15.6,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
cloudy,2021-01-27,4.1,27,--,Cloudy skies throughout the day.
rain,2021-01-28,0.4,43.7,"rain, snow",Clearing in the afternoon with afternoon rain or snow.
partly-cloudy-day,2021-01-29,-1.8,39.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-01-30,-0.5,21.4,"rain, snow",Becoming cloudy in the afternoon.
snow,2021-01-31,-0.3,23.6,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
snow,2021-02-01,-0.3,30.5,"rain, snow",Cloudy skies throughout the day with rain or snow.
snow,2021-02-02,1.2,35.5,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2021-02-03,2.5,36,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-02-04,3.6,26.5,--,Partly cloudy throughout the day.
rain,2021-02-05,7.6,26.6,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2021-02-06,5.8,25.6,--,Partly cloudy throughout the day.
snow,2021-02-07,3.3,24.7,"rain, snow",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
rain,2021-02-08,-0.6,22.6,snow,Partly cloudy throughout the day with morning snow.
partly-cloudy-day,2021-02-09,4,22.8,--,Partly cloudy throughout the day.
rain,2021-02-10,2.8,15.3,"rain, snow",Cloudy skies throughout the day with rain or snow.
snow,2021-02-11,1.3,21.2,"rain, snow",Cloudy skies throughout the day with rain or snow clearing later.
cloudy,2021-02-12,-0.8,21.3,--,Cloudy skies throughout the day.
snow,2021-02-13,-1.1,21.2,"rain, snow",Cloudy skies throughout the day with rain or snow.
cloudy,2021-02-14,0.8,17.4,--,Cloudy skies throughout the day.
rain,2021-02-15,2.9,21.3,rain,Cloudy skies throughout the day with rain.
rain,2021-02-16,3.3,33.8,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2021-02-17,-0.8,25.3,"rain, snow",Partly cloudy throughout the day.
snow,2021-02-18,-1.3,23.5,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
snow,2021-02-19,1.1,33,"rain, snow",Cloudy skies throughout the day with rain or snow clearing later.
partly-cloudy-day,2021-02-20,-1.3,33.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-02-21,-0.3,20,--,Partly cloudy throughout the day.
snow,2021-02-22,1.3,23.6,"rain, snow",Partly cloudy throughout the day with rain or snow in the morning and afternoon.
rain,2021-02-23,6.2,34.5,"rain, snow",Partly cloudy throughout the day with morning rain or snow.
partly-cloudy-day,2021-02-24,8.5,27.3,--,Clearing in the afternoon.
clear-day,2021-02-25,9.9,40.4,--,Clear conditions throughout the day.
rain,2021-02-26,6.3,23,rain,Partly cloudy throughout the day with late afternoon rain.
snow,2021-02-27,6.5,17.2,rain,Cloudy skies throughout the day with rain or snow clearing later.
rain,2021-02-28,7.7,16.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2021-03-01,8.2,35,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2021-03-02,3.2,33.1,--,Partly cloudy throughout the day.
clear-day,2021-03-03,7.1,27.2,--,Clear conditions throughout the day.
partly-cloudy-day,2021-03-04,7.7,34.6,--,Partly cloudy throughout the day.
clear-day,2021-03-05,1.9,33.5,--,Clear conditions throughout the day.
partly-cloudy-day,2021-03-06,3.8,24.2,--,Partly cloudy throughout the day.
clear-day,2021-03-07,3.3,27.5,--,Clear conditions throughout the day.
partly-cloudy-day,2021-03-08,5.3,22,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-09,11.5,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-10,13.5,18.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-11,17.6,28,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-12,17.1,22.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-13,11.5,29.2,--,Partly cloudy throughout the day.
wind,2021-03-14,12.4,58.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-15,5,36.2,--,Partly cloudy throughout the day.
cloudy,2021-03-16,5.7,19.8,--,Cloudy skies throughout the day.
cloudy,2021-03-17,7.9,10.6,--,Cloudy skies throughout the day.
rain,2021-03-18,9.8,30.8,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2021-03-19,7.5,39,rain,Clearing in the afternoon with early morning rain.
clear-day,2021-03-20,7.2,24,--,Clear conditions throughout the day.
partly-cloudy-day,2021-03-21,9.7,15.7,--,Partly cloudy throughout the day.
clear-day,2021-03-22,11.1,14.4,--,Clear conditions throughout the day.
partly-cloudy-day,2021-03-23,13.5,19.7,--,Partly cloudy throughout the day.
rain,2021-03-24,13.6,14.4,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
cloudy,2021-03-25,15.2,12.8,--,Cloudy skies throughout the day.
partly-cloudy-day,2021-03-26,21.7,39.9,--,Clearing in the afternoon.
partly-cloudy-day,2021-03-27,16.3,23.2,--,Becoming cloudy in the afternoon.
rain,2021-03-28,15.8,36.8,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-03-29,10.7,43.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-03-30,13.4,25.4,--,Partly cloudy throughout the day.
rain,2021-03-31,15.9,31.2,rain,Cloudy skies throughout the day with rain.
rain,2021-04-01,7.3,47,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2021-04-02,3.5,37.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-03,6.9,19.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-04,14.5,27.1,--,Clearing in the afternoon.
partly-cloudy-day,2021-04-05,15.8,21.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-06,17.7,19.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-07,18.7,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-08,16.9,27.2,--,Partly cloudy throughout the day.
rain,2021-04-09,14,19.1,rain,Cloudy skies throughout the day with rain clearing later.
cloudy,2021-04-10,16.5,17.5,--,Cloudy skies throughout the day.
rain,2021-04-11,20.4,28.1,rain,Partly cloudy throughout the day with rain.
rain,2021-04-12,14.4,17.8,rain,Cloudy skies throughout the day with rain.
rain,2021-04-13,13.9,16.9,rain,Partly cloudy throughout the day with early morning rain.
rain,2021-04-14,13.8,17.7,rain,Partly cloudy throughout the day with rain.
rain,2021-04-15,14.4,32.7,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2021-04-16,11,31.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-17,11.7,20.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-04-18,13.8,18,--,Partly cloudy throughout the day.
rain,2021-04-19,13.1,17.3,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2021-04-20,16.3,26.1,--,Partly cloudy throughout the day.
rain,2021-04-21,13.5,50.9,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2021-04-22,7.2,34.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-23,11.2,23.6,--,Becoming cloudy in the afternoon.
rain,2021-04-24,12.3,21,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-04-25,13.9,36.8,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2021-04-26,13.8,27,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-27,18.8,30.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-28,22.9,22.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-04-29,24.3,30.1,--,Partly cloudy throughout the day.
rain,2021-04-30,18.2,49.7,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-05-01,14.1,35.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-02,20.2,30.7,--,Partly cloudy throughout the day.
rain,2021-05-03,21.1,25.4,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
rain,2021-05-04,22.2,21.2,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2021-05-05,19.6,37.8,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2021-05-06,14.4,28.7,--,Becoming cloudy in the afternoon.
rain,2021-05-07,12.9,19.6,rain,Partly cloudy throughout the day with rain.
rain,2021-05-08,11.5,33.9,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-05-09,14.1,26.4,--,Partly cloudy throughout the day.
