icon,datetime,temp,windspeed,preciptype,description
rain,2023-09-10,23.9,9.1,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2023-09-11,25.6,18.6,rain,Partly cloudy throughout the day with rain clearing later.
rain,2023-09-12,26.1,18.5,rain,Becoming cloudy in the afternoon with afternoon rain.
partly-cloudy-day,2023-09-13,24.7,20,rain,Partly cloudy throughout the day.
rain,2023-09-14,23,23.1,rain,Partly cloudy throughout the day with early morning rain.
clear-day,2023-09-15,19.9,25.2,--,Clear conditions throughout the day.
clear-day,2023-09-16,20.7,24.8,--,Clear conditions throughout the day.
rain,2023-09-17,19.9,24.6,rain,Partly cloudy throughout the day with rain.
rain,2023-09-18,20.9,28.8,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-09-19,20.8,25.8,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-09-20,20.6,12.1,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-09-21,20.9,12.6,--,Partly cloudy throughout the day.
rain,2023-09-22,19.6,33.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-09-23,16.5,44.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-09-24,19,32.7,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-09-25,18.6,21.6,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2023-09-26,15.9,20.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2023-09-27,17.1,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-09-28,16.8,25.8,rain,Partly cloudy throughout the day.
cloudy,2023-09-29,18.6,19.7,rain,Cloudy skies throughout the day.
cloudy,2023-09-30,20.4,22.5,rain,Cloudy skies throughout the day.
clear-day,2023-10-01,21.7,23.2,--,Clear conditions throughout the day.
partly-cloudy-day,2023-10-02,22.4,12.4,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-10-03,23,11.9,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-04,21.8,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-05,20.7,16.3,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-06,22.3,10.6,rain,Partly cloudy throughout the day.
rain,2023-10-07,17.8,31.2,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2023-10-08,12.9,31.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-09,12.8,21.7,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-10,15,14.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-11,16.1,16.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-12,17.2,12.1,--,Clearing in the afternoon.
partly-cloudy-day,2023-10-13,17,16.4,--,Partly cloudy throughout the day.
rain,2023-10-14,15.2,26.9,rain,Cloudy skies throughout the day with rain.
rain,2023-10-15,13,32.6,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-10-16,12.5,24.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-10-17,13.5,22,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-18,13.6,16,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-10-19,14.8,23.2,--,Becoming cloudy in the afternoon.
rain,2023-10-20,15.9,19.8,rain,Cloudy skies throughout the day with rain.
rain,2023-10-21,15.4,37,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-10-22,13.8,35.3,rain,Partly cloudy throughout the day.
clear-day,2023-10-23,12.1,22.6,--,Clear conditions throughout the day.
clear-day,2023-10-24,13,16.2,--,Clear conditions throughout the day.
partly-cloudy-day,2023-10-25,16.3,15.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-26,18.4,12.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-10-27,20.3,15.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-10-28,21.7,16.2,--,Becoming cloudy in the afternoon.
rain,2023-10-29,20.7,17.2,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2023-10-30,17.1,36.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-10-31,10.3,24.7,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2023-11-01,6.8,35.7,--,Clearing in the afternoon.
partly-cloudy-day,2023-11-02,6.4,19.1,--,Partly cloudy throughout the day.
clear-day,2023-11-03,8.9,20,--,Clear conditions throughout the day.
partly-cloudy-day,2023-11-04,11.9,14.1,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-11-05,13.5,20,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-06,13.2,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-07,17.5,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-08,13.3,20.2,--,Partly cloudy throughout the day.
rain,2023-11-09,15.8,21.4,rain,Partly cloudy throughout the day with rain.
rain,2023-11-10,9.7,19.8,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2023-11-11,8.9,16.3,--,Clearing in the afternoon.
partly-cloudy-day,2023-11-12,7.4,19.7,--,Partly cloudy throughout the day.
clear-day,2023-11-13,7.2,21.3,--,Clear conditions throughout the day.
partly-cloudy-day,2023-11-14,10.3,22.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-15,9.5,21.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-16,12.2,14.5,--,Partly cloudy throughout the day.
rain,2023-11-17,14.4,22.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2023-11-18,12.8,31.4,rain,Clearing in the afternoon with early morning rain.
clear-day,2023-11-19,9.8,20.1,--,Clear conditions throughout the day.
partly-cloudy-day,2023-11-20,7.1,17.4,--,Partly cloudy throughout the day.
rain,2023-11-21,9,26,rain,Cloudy skies throughout the day with rain.
rain,2023-11-22,12,33.1,rain,Partly cloudy throughout the day with early morning rain.
clear-day,2023-11-23,10.1,25.4,--,Clear conditions throughout the day.
partly-cloudy-day,2023-11-24,8.6,28.2,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-11-25,3.7,24.4,snow,Clearing in the afternoon.
rain,2023-11-26,5.3,12.9,"rain, freezing rain",Cloudy skies throughout the day with rain.
rain,2023-11-27,6.1,32.8,rain,Partly cloudy throughout the day with morning rain.
rain,2023-11-28,2.1,40.2,"rain, snow",Partly cloudy throughout the day with afternoon rain or snow.
partly-cloudy-day,2023-11-29,0.5,16.2,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2023-11-30,5.6,16.9,--,Partly cloudy throughout the day.
rain,2023-12-01,7.5,17.2,rain,Partly cloudy throughout the day with rain.
rain,2023-12-02,9.8,10.5,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2023-12-03,11.6,11.2,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2023-12-04,9.9,24.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-05,7.2,16,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-06,5.6,28.7,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-07,4.9,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-08,7.7,14.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-09,8.2,11,"rain, freezing rain",Becoming cloudy in the afternoon.
rain,2023-12-10,13.3,36.1,rain,Cloudy skies throughout the day with rain.
snow,2023-12-11,4.8,32,rain,Partly cloudy throughout the day with rain or snow clearing later.
partly-cloudy-day,2023-12-12,3.8,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-13,5.4,23,--,Partly cloudy throughout the day.
clear-day,2023-12-14,3.8,12.2,--,Clear conditions throughout the day.
clear-day,2023-12-15,7.2,18.5,--,Clear conditions throughout the day.
partly-cloudy-day,2023-12-16,7.7,13.8,--,Partly cloudy throughout the day.
rain,2023-12-17,9.6,27.2,rain,Cloudy skies throughout the day with rain.
rain,2023-12-18,10.5,42.5,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2023-12-19,3.7,33.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-20,3,16.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-21,4.6,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-22,5.6,13.7,freezing rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-23,6.2,12.2,"rain, freezing rain",Partly cloudy throughout the day.
rain,2023-12-24,7.4,10.3,rain,Partly cloudy throughout the day with morning rain.
partly-cloudy-day,2023-12-25,9,10.5,--,Partly cloudy throughout the day.
rain,2023-12-26,8.2,14,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-12-27,10.2,16.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2023-12-28,11.8,16,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2023-12-29,10,25.9,rain,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-30,6.9,27.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2023-12-31,7,22,--,Partly cloudy throughout the day.
rain,2024-01-01,4.9,21.9,rain,Cloudy skies throughout the day with early morning rain.
partly-cloudy-day,2024-01-02,4.7,29.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-01-03,4.4,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-01-04,4.7,35,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-01-05,0.9,21.3,--,Partly cloudy throughout the day.
snow,2024-01-06,2.7,27.3,rain,Cloudy skies throughout the day with rain or snow.
partly-cloudy-day,2024-01-07,5.2,31.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-01-08,5.6,23.4,--,Partly cloudy throughout the day.
rain,2024-01-09,8.6,50.3,rain,Cloudy skies throughout the day with rain.
rain,2024-01-10,9.6,33.7,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2024-01-11,5.8,18.1,--,Partly cloudy throughout the day.
rain,2024-01-12,6.6,28.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2024-01-13,8.6,43.3,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2024-01-14,2,38.4,rain,Becoming cloudy in the afternoon.
snow,2024-01-15,-1.9,24.9,"rain, snow",Cloudy skies throughout the day with rain or snow.
snow,2024-01-16,-2.1,38.7,"rain, freezing rain, snow, ice",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
clear-day,2024-01-17,-5,22.1,--,Clear conditions throughout the day.
partly-cloudy-day,2024-01-18,-1.2,12.3,--,Partly cloudy throughout the day.
snow,2024-01-19,-0.3,20.4,"rain, snow",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
snow,2024-01-20,-4.3,31.9,snow,Partly cloudy throughout the day with morning snow.
clear-day,2024-01-21,-2.8,29.9,--,Clear conditions throughout the day.
partly-cloudy-day,2024-01-22,-1.4,15.8,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2024-01-23,2.4,13.3,--,Partly cloudy throughout the day.
cloudy,2024-01-24,6.7,8.9,rain,Cloudy skies throughout the day.
rain,2024-01-25,12.9,11.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2024-01-26,18.8,21.6,rain,Partly cloudy throughout the day with morning rain.
rain,2024-01-27,11.3,19.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2024-01-28,6.9,25.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
cloudy,2024-01-29,6.6,37.3,rain,Cloudy skies throughout the day.
cloudy,2024-01-30,5.1,17.9,--,Cloudy skies throughout the day.
partly-cloudy-day,2024-01-31,4.9,14.1,rain,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-01,5.8,19.2,freezing rain,Partly cloudy throughout the day.
rain,2024-02-02,8.4,30.8,rain,Cloudy skies throughout the day with early morning rain.
clear-day,2024-02-03,5.6,23.5,--,Clear conditions throughout the day.
clear-day,2024-02-04,5.4,14.8,freezing rain,Clear conditions throughout the day.
partly-cloudy-day,2024-02-05,5,19.6,freezing rain,Partly cloudy throughout the day.
clear-day,2024-02-06,3.8,21.9,--,Clear conditions throughout the day.
partly-cloudy-day,2024-02-07,4.4,10.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-08,6.5,16.2,freezing rain,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-09,10,18,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-10,11.9,23.7,--,Partly cloudy throughout the day.
rain,2024-02-11,10.9,15.9,rain,Cloudy skies throughout the day with rain in the morning and afternoon.
rain,2024-02-12,8.6,15.5,rain,Cloudy skies throughout the day with rain.
rain,2024-02-13,6.1,39.9,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2024-02-14,5.1,33.5,--,Clearing in the afternoon.
partly-cloudy-day,2024-02-15,4.4,27.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-16,7,28.5,--,Partly cloudy throughout the day.
snow,2024-02-17,2.4,35.6,"rain, snow",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
partly-cloudy-day,2024-02-18,2.8,25.6,--,Partly cloudy throughout the day.
clear-day,2024-02-19,5.1,18,--,Clear conditions throughout the day.
partly-cloudy-day,2024-02-20,4.1,19.6,freezing rain,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-21,3.9,16,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-22,5.5,21.8,--,Partly cloudy throughout the day.
rain,2024-02-23,8,15.6,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
rain,2024-02-24,7.6,28.5,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2024-02-25,2.9,21.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-02-26,10.1,17.7,--,Partly cloudy throughout the day.
rain,2024-02-27,11.7,25.6,rain,Partly cloudy throughout the day with rain.
rain,2024-02-28,14.7,38,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
clear-day,2024-02-29,5.1,31.7,--,Clear conditions throughout the day.
rain,2024-03-01,6.3,25,rain,Becoming cloudy in the afternoon with late afternoon rain.
rain,2024-03-02,8.7,19.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2024-03-03,11.8,14,rain,Partly cloudy throughout the day.
rain,2024-03-04,13.6,22.6,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2024-03-05,11,30.1,rain,Partly cloudy throughout the day with rain clearing later.
rain,2024-03-06,11.4,23,rain,Cloudy skies throughout the day with rain.
rain,2024-03-07,14.2,28.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2024-03-08,11.1,23,rain,Partly cloudy throughout the day.
rain,2024-03-09,8.5,27.6,rain,Cloudy skies throughout the day with rain.
rain,2024-03-10,7.6,39.3,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2024-03-11,8.5,45,--,Clearing in the afternoon.
partly-cloudy-day,2024-03-12,14.2,30.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-13,14.7,17.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-14,16,19.6,--,Clearing in the afternoon.
rain,2024-03-15,18.7,27.1,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2024-03-16,13.7,30.3,rain,Clearing in the afternoon.
partly-cloudy-day,2024-03-17,14.9,25,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-18,8.4,34.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-19,6.7,27.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-20,11.6,46.5,--,Clearing in the afternoon.
partly-cloudy-day,2024-03-21,5.4,33.8,--,Becoming cloudy in the afternoon.
rain,2024-03-22,6.8,21.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2024-03-23,8.3,45.6,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
clear-day,2024-03-24,5.5,35.9,--,Clear conditions throughout the day.
clear-day,2024-03-25,7.7,19.8,--,Clear conditions throughout the day.
partly-cloudy-day,2024-03-26,9,20.1,--,Partly cloudy throughout the day.
rain,2024-03-27,8.7,14.6,rain,Cloudy skies throughout the day with rain.
rain,2024-03-28,10.2,25.5,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2024-03-29,11.7,42.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-03-30,11.3,23.7,--,Partly cloudy throughout the day.
rain,2024-03-31,13.7,19.6,rain,Partly cloudy throughout the day with rain.
rain,2024-04-01,12.1,21.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2024-04-02,10.7,24.1,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2024-04-03,10.1,21.7,rain,Cloudy skies throughout the day with rain.
rain,2024-04-04,9,43.6,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2024-04-05,8.8,32.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-06,9.3,39,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-07,12.6,24.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-08,13.9,18.5,rain,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-09,17.5,21.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-10,19.7,16.3,--,Partly cloudy throughout the day.
rain,2024-04-11,19.1,29,rain,Cloudy skies throughout the day with rain.
rain,2024-04-12,18,41.9,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2024-04-13,16.1,46.6,--,Clearing in the afternoon.
partly-cloudy-day,2024-04-14,18.9,36.1,--,Partly cloudy throughout the day.
rain,2024-04-15,22.1,15.9,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2024-04-16,19.4,26,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-17,18.1,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2024-04-18,19.2,22,--,Partly cloudy throughout the day.
